x_val,y_val,z_val
1.18,11.3,-0.9942854
1.57,15.24,1.1168685
4.6,14.41,5.47538
0.89,12.79,10.310603
0.8,15.75,0.14982383
2.03,8.81,-3.718355
1.23,10.61,4.3312707
0.19,7.67,1.0760075
1.27,3.83,1.9477097
0.76,3.6,1.56634
0.31,1.92,2.4516625
0.89,1.69,3.3778462
1.99,6.93,12.9529505
4.86,15.05,1.1849703
0.31,5.48,3.1054392
2.03,11.5,2.0294318
1.73,11.6,1.5390993
1.99,8.54,1.6480621
1.57,7.67,2.070293
2.72,8.43,1.4982382
2.34,8.92,1.5390993
2.15,9.15,1.920469
1.54,10.27,0.23154591
0.76,12.72,0.7218784
3.53,13.21,-1.9885708
3.53,13.21,-1.9885708
3.53,13.21,-1.9885708
3.53,13.21,-1.9885708
1.08,9.51,-1.1849703
0.42,10.76,3.336985
0.04,6.36,0.7627395
0.84,4.67,2.2609777
0.84,4.14,2.1792557
0.99,2.07,3.1054392
1.31,0.95,3.405087
0.19,7.12,12.680544
6.78,16.28,1.9885708
0.15,5.48,3.568531
1.27,10.46,1.4165162
2.3,11.69,1.879608
2.79,8.2,2.4108016
1.88,7.97,1.7570249
2.34,8.58,1.1441092
2.11,8.96,1.1849703
1.46,9.08,1.879608
0.99,10.46,0.84446156
1.57,11.65,0.6946377
3.6,14.29,1.6889231
2.15,13.91,3.759216
0.57,12.11,6.8237944
2.56,13.29,3.214402
1.92,10.08,-0.27240697
1.14,10.27,3.336985
0.42,8.54,2.3426998
1.18,6.55,2.0294318
0.38,4.14,2.5333846
0.69,2.6,1.920469
0.89,1.38,2.6832085
1.54,1.08,4.2904096
4.94,9.62,15.935807
5.41,9.11,2.982856
0.69,8.54,6.4424243
-0.72,10.34,3.173541
1.88,8.43,0.6946377
2.79,10.19,1.607201
2.49,8.5,0.8036005
2.3,10.42,1.2666923
3.68,8.85,1.4982382
2.18,8.85,0.27240697
0.34,9.43,0.27240697
-0.08,9.51,-0.27240697
0.61,9.62,0.5720546
1.61,10.04,0.95342433
3.72,9.77,-0.3405087
5.13,11.5,-1.7570249
2.64,12.53,4.1814466
-0.95,12.57,6.0474343
-7.46,14.63,0.23154591
-4.63,12.91,-1.1168685
2.11,11.75,1.56634
0.84,7.44,0.38136974
-1.04,5.63,0.313268
0.84,5.18,-0.040861044
1.92,4.14,1.56634
3.91,4.14,3.1463003
7.82,12.76,7.164303
5.63,12.26,7.43671
-3.41,15.64,5.325556
-3.83,8.01,-0.040861044
-1.14,9.53,-3.173541
0.27,11.73,-4.140586
1.33,9.15,-0.5720546
2.79,10.69,0.46309182
5.56,10.23,-0.53119355
4.02,9.11,2.4925237
0.08,9.96,1.7297841
1.23,9.43,-0.6537767
2.72,8.85,0.3405087
1.04,11.35,-0.53119355
2.11,13.29,-0.6537767
3.53,16.17,2.8738933
2.6,12.76,5.938472
0.89,12.26,4.7535014
-0.04,14.02,-1.2666923
0.53,10.92,2.6423476
2.91,9.38,1.56634
0.76,6.51,2.3018389
1.54,4.52,2.3699405
1.18,2.6,2.152015
0.53,1.12,2.4108016
-0.11,0.34,3.173541
0.95,1.84,8.689782
7.21,16.63,11.645397
0.42,4.29,5.243834
1.14,11.5,2.9556155
3.26,10.57,1.7570249
3.68,9.85,1.2666923
1.12,7.74,2.152015
0.34,9.47,1.7297841
2.6,8.85,0.9942854
1.31,9,0.95342433
0.93,9.66,1.4165162
1.54,8.81,0.84446156
0.69,10.12,1.1849703
2.6,12.49,1.0351465
3.34,16.36,-0.0
-0.84,14.48,5.6252036
-0.84,14.48,5.6252036
2.11,12.3,-2.4516625
1.8,9.89,0.8036005
1.8,9.89,0.8036005
0,7.08,1.9477097
0,7.08,1.9477097
1.27,3.99,2.4925237
0.84,0.8,2.3426998
0.84,0.8,2.3426998
-0.46,6.02,12.980191
-0.46,6.02,12.980191
-0.46,2.6,4.0180025
-0.46,2.6,4.0180025
1.88,12.37,2.4516625
1.88,12.37,2.4516625
1.04,6.85,1.920469
1.04,6.85,1.920469
2.72,8.58,1.7297841
2.72,8.58,1.7297841
0.72,9.11,0.8036005
0.72,9.11,0.8036005
0.61,10.31,0.19068487
0.61,10.31,0.19068487
-1.12,15.32,5.5571017
-1.12,15.32,5.5571017
1.54,11.26,6.0201936
1.54,11.26,6.0201936
0.69,11.11,-2.8738933
0.69,11.11,-2.8738933
3.21,8.92,2.070293
-0.19,9.58,1.920469
0.46,6.32,2.3018389
1.46,4.02,2.982856
0.23,2.96,2.4925237
0.72,1.42,2.8330324
-0.19,0.61,3.173541
7.86,10.46,16.249075
-0.42,8.54,3.7864566
-0.42,4.79,4.0588636
3.57,14.41,5.012288
2.98,9.08,0.6946377
2.98,10.19,2.7649305
1.33,8.81,2.982856
0.5,8.08,1.9477097
1.8,8.66,1.0760075
2.56,9,1.607201
2.41,9.3,1.1849703
0.99,8.96,0.6537767
-0.53,9.66,1.334794
1.42,11.37,-0.0
4.48,13.06,-0.10896278
0.42,17.12,1.2258313
-0.8,14.67,7.504812
1.99,13.02,7.0553403
1.73,10.88,-4.2495484
1.5,8.01,-0.84446156
1.88,10.99,3.718355
-0.3,7.86,0.313268
1.65,5.22,3.2961242
0.65,4.71,2.1792557
-0.3,1.76,3.3778462
0.89,1.33,2.5333846
0.8,-0.57,6.4015636
7.01,14.75,15.854085
1.38,5.98,2.7240696
1.27,11.18,4.1814466
2.76,10.92,3.214402
0.65,7.89,1.7570249
1.12,9.58,2.8330324
1.54,7.97,2.070293
3.11,8.85,1.4573772
2.6,8.73,2.5606253
0.11,9.43,1.334794
1.33,9.28,1.6480621
1.69,9.28,0.313268
0.46,10.23,1.3075534
1.88,12.3,0.19068487
3.15,15.05,-2.0294318
-0.08,15.51,6.5922484
2.87,12.79,8.499097
1.69,12.57,2.7240696
0.5,10.61,-3.759216
1.38,10.12,3.1463003
-0.19,8.69,2.3426998
0.95,5.22,1.7570249
1.23,4.63,3.255263
0.53,4.18,2.2201166
1.46,1.8,3.1463003
0.84,-0.11,3.0645783
5.05,9.19,15.704261
1.61,9.92,3.173541
0.42,6.82,4.944186
3.76,12.53,4.9850473
1.65,7.4,1.1849703
1.99,9.23,2.6014864
2.22,7.63,2.152015
2.18,8.92,2.2609777
2.98,9.81,2.3426998
0.42,9.08,1.56634
0.5,9.47,0.88532263
1.12,8.89,0.46309182
1.76,9.47,0.84446156
2.56,10.84,-0.23154591
1.31,13.38,-0.3405087
0.34,18.35,2.4925237
2.53,12.95,9.956474
3.53,12.72,6.1291566
0.5,11.56,-2.7240696
1.65,8.81,-1.334794
0.04,9.96,4.944186
0.27,7.21,0.88532263
1.88,4.4,3.445948
-0.38,3.76,2.2609777
0.57,1.84,3.0645783
0.69,1.38,3.0645783
1.42,-0.08,6.742072
10.31,13.4,13.6748295
-2.6,2.98,4.6036777
3.34,13.14,6.0474343
1.76,8.89,4.1814466
1.54,6.28,2.4516625
2.26,10.04,2.5333846
2.83,8.08,2.1111538
1.38,8.89,2.0294318
1.8,10,1.1849703
2.3,9.15,0.7218784
0.69,9.58,-0.29964766
0.61,9.47,0.10896278
-0.38,9.62,-0.46309182
0.93,10.12,0.19068487
4.56,9.85,1.56634
3.64,10.73,-3.0645783
1.38,12.11,2.152015
0.99,13.21,4.5219555
-2.03,11.5,1.56634
-6.43,13.29,1.8387469
-0.95,12.79,-1.0760075
1.92,8.62,0.8036005
0.72,6.63,1.4165162
-0.91,6.89,1.7570249
0.42,6.82,2.1111538
1.99,6.63,2.4925237
3.02,6.55,2.8330324
4.25,8.35,4.8216033
6.24,10.95,7.9679036
1.18,9,7.9679036
-1.53,6.47,3.1463003
-1.53,6.47,3.1463003
0.89,12.6,3.255263
-0.65,7.31,0.92618364
-0.65,7.31,0.92618364
0.15,10.34,-1.4165162
0.15,10.34,-1.4165162
2.72,9.72,0.27240697
2.72,9.72,0.27240697
2.53,9.92,-0.84446156
0.99,9.72,2.9147544
0.99,9.72,2.9147544
1.31,9.81,-0.08172209
1.04,9.51,0.7218784
1.04,9.51,0.7218784
1.31,10.92,-1.334794
2.53,15.21,1.920469
2.53,15.21,1.920469
0.31,12.03,3.718355
0.84,12.34,2.3699405
0.84,12.34,2.3699405
1.76,10.31,0.313268
1.65,9.89,1.9477097
1.65,9.89,1.9477097
1.12,7.67,3.1463003
1.5,3.57,2.6423476
1.5,3.57,2.6423476
0.57,0.69,3.5276701
0.57,0.69,3.5276701
0.8,1.42,5.5162406
3.99,11.6,7.5456724
3.99,11.6,7.5456724
3.21,12.37,4.903325
3.21,12.37,4.903325
2.49,8.08,2.7240696
1.14,9.43,2.2201166
1.14,9.43,2.2201166
3.57,7.7,2.8330324
3.57,7.7,2.8330324
0.57,9.51,1.0760075
0.57,9.51,1.0760075
0.5,9.23,1.1441092
0.5,9.23,1.1441092
3.21,9.96,0.7627395
1.95,16.28,-0.6946377
1.95,16.28,-0.6946377
0.08,13.82,7.9679036
0.08,13.82,7.9679036
4.4,8.08,-2.4925237
4.4,8.08,-2.4925237
-0.08,8.12,0.92618364
-0.08,8.12,0.92618364
1.42,3.79,2.4516625
1.42,3.79,2.4516625
0.53,0.8,3.0237172
0.53,0.8,3.0237172
3.06,15.98,12.830367
3.06,15.98,12.830367
0.84,11.92,2.9147544
0.84,11.92,2.9147544
2.18,9.81,2.0294318
2.18,9.81,2.0294318
0.65,9.04,1.920469
0.65,9.04,1.920469
2.45,9.53,1.6480621
2.45,9.53,1.6480621
0.5,9.11,1.7297841
1.5,9.92,0.6537767
1.5,9.92,0.6537767
0.38,11.54,2.1792557
1.38,14.86,5.09401
1.38,14.86,5.09401
0.84,12.07,7.246025
0.15,10.19,-0.6537767
0.15,10.19,-0.6537767
1.04,10.12,0.84446156
0.23,6.78,1.8387469
0.23,6.78,1.8387469
1.46,4.63,3.0237172
0.5,1.54,2.9556155
0,0.08,2.7649305
1.61,3.02,10.228881
1.61,3.02,10.228881
-0.95,1.61,6.6331096
-0.95,1.61,6.6331096
1.18,8.69,2.1792557
1.18,8.69,2.1792557
2.22,10.19,2.3018389
2.22,10.19,2.3018389
1.23,9.58,2.1111538
1.61,9.28,0.6946377
1.61,9.28,0.6946377
0.42,8.89,0.92618364
1.38,10.15,1.334794
1.38,10.15,1.334794
4.71,14.52,1.0760075
4.71,14.52,1.0760075
-0.15,11.26,5.6252036
-0.15,11.26,5.6252036
1.92,12.37,4.630918
0.72,12.11,-1.1849703
2.37,9.28,-0.10896278
1.99,10.99,2.982856
-0.08,7.67,1.3756552
1.12,4.25,2.6423476
-0.04,3.38,2.3018389
0.46,1.5,2.3699405
-0.91,0.04,3.5276701
4.82,11.6,15.894946
2.72,9.19,2.6014864
0.8,7.21,4.2086873
2.56,11.41,2.8738933
2.45,9.58,1.3075534
1.95,9,2.4108016
-0.08,9.28,1.9477097
2.79,7.78,1.9477097
1.57,9.3,0.8036005
1.57,9.3,0.8036005
0.8,9.15,1.1168685
1.42,9.77,0.95342433
1.42,9.77,0.95342433
2.3,12.49,0.5720546
-0.53,14.98,4.2086873
-0.53,14.98,4.2086873
2.6,12.07,9.00305
-0.76,10.15,-3.9771416
-0.76,10.15,-3.9771416
1.12,11.5,2.7921712
1.12,11.5,2.7921712
-0.3,7.7,2.152015
0.38,3.83,2.4108016
0.38,3.83,2.4108016
0.53,0.5,2.7649305
0.53,0.5,2.7649305
2.76,3.02,7.8180795
1.73,4.67,2.3426998
1.73,4.67,2.3426998
1.69,10.5,3.636633
1.69,10.5,3.636633
1.38,7.7,1.4573772
1.04,9.92,1.5390993
1.04,9.92,1.5390993
2.64,8.31,1.0351465
2.64,8.31,1.0351465
0.23,9.15,2.070293
2.34,8.96,-0.46309182
2.34,8.96,-0.46309182
2.6,12.91,-0.61291564
2.6,12.91,-0.61291564
1.5,16.74,2.152015
-0.04,12.76,6.238119
-0.04,12.76,6.238119
2.49,9.11,-2.070293
2.49,9.11,-2.070293
1.12,10.08,3.214402
1.14,6.47,2.5606253
1.14,6.47,2.5606253
-0.99,3.3,2.4108016
-0.99,3.3,2.4108016
0.15,1.33,3.255263
0.15,1.33,3.255263
3.38,6.09,14.941522
-1.08,4.44,6.891896
-1.08,4.44,6.891896
3.15,10.99,5.175732
2.3,10.04,2.5606253
2.3,10.04,2.5606253
1.38,8.35,1.3075534
1.38,8.35,1.3075534
2.22,10.76,1.1441092
1.31,8.69,0.313268
1.31,8.69,0.313268
-0.34,8.66,-1.0351465
-0.34,8.66,-1.0351465
0.8,10.04,2.5333846
3.45,9.19,-0.88532263
3.45,9.19,-0.88532263
1.65,12.95,4.2086873
1.65,12.95,4.2086873
2.37,10.95,3.568531
-6.09,14.33,0.19068487
-6.09,14.33,0.19068487
1.57,6.82,2.152015
1.57,6.82,2.152015
-1.33,6.55,2.0294318
0.11,6.02,3.0645783
0.11,6.02,3.0645783
2.18,6.24,3.718355
2.18,6.24,3.718355
2.96,8.69,6.2108784
-0.27,8.01,7.4639506
-0.27,8.01,7.4639506
-1.92,14.56,3.445948
-1.92,14.56,3.445948
0.84,11.07,-3.0237172
0.84,11.07,-3.0237172
-0.46,9.77,2.1111538
-0.46,9.77,2.1111538
0.84,10.31,0.19068487
3.87,9.89,-0.040861044
3.87,9.89,-0.040861044
0.46,9.85,1.7978859
0.46,9.85,1.7978859
1.84,8.89,0.8036005
1.84,8.89,0.8036005
2.15,10.84,-1.334794
2.15,10.84,-1.334794
3.45,14.9,4.2904096
3.45,14.9,4.2904096
1.76,12.76,5.2165933
2.56,12.3,1.334794
2.56,12.3,1.334794
3.21,11.45,2.070293
3.21,11.45,2.070293
1.61,8.85,1.7570249
2.22,4.63,2.7240696
2.22,4.63,2.7240696
0.84,2.76,2.3699405
0,1.14,2.3018389
0.69,0.46,2.5333846
7.08,13.53,17.311462
2.6,7.55,3.8273177
0.72,3.91,4.399372
2.41,15.05,5.6660647
0.8,7.12,1.7297841
2.87,8.89,2.8330324
2.45,8.69,2.3018389
2.03,8.12,2.152015
2.18,9.66,1.9885708
0.8,9.3,1.9885708
0.99,9.85,1.9885708
1.73,8.66,0.7218784
0.46,10.04,1.0760075
0.46,10.04,1.0760075
3.72,15.4,-0.6946377
-0.53,15.32,6.0201936
1.69,12.64,9.656827
3.49,13.48,1.334794
2.3,10.19,-3.214402
2.3,9.53,2.9556155
0.27,7.82,1.1849703
0.23,5.24,2.5333846
1.5,4.75,3.1463003
-0.27,2.56,2.9556155
0.46,0.99,2.9147544
0.27,0.34,5.5162406
3.17,13.44,12.789507
3.64,10.19,4.862464
-0.34,7.86,4.2086873
1.54,12.68,2.9147544
2.49,9.96,1.607201
3.53,8.2,2.1111538
1.92,7.78,2.2201166
3.17,8.69,1.9477097
2.87,9.28,3.0645783
0.5,8.73,1.4165162
0.61,9.66,1.4982382
0.72,10.19,0.19068487
1.04,13.72,0.08172209
5.09,14.33,1.3075534
1.84,13.99,6.0201936
0.84,12.18,10.923519
2.15,13.48,-0.0
0.42,9.11,-1.6480621
1.69,10.27,3.173541
0.38,7.31,1.4165162
-0.19,5.09,2.3699405
0.89,4.14,3.1054392
-0.08,2.45,2.6832085
-0.19,1.46,2.8738933
0.27,3.6,9.507003
4.67,16.97,7.8589406
-0.8,5.86,5.8567495
1.42,11.03,1.920469
2.64,11.14,1.3075534
3.49,8.73,1.1441092
2.03,8.16,2.9147544
1.99,9.19,0.95342433
1.99,8.73,1.0760075
-0.57,10.04,1.9885708
0.65,9.53,1.3756552
1.95,9.77,-0.61291564
1.18,12.15,-0.46309182
3.76,14.02,0.3405087
0.57,14.79,3.5957718
0.53,12.26,7.504812
2.56,12.41,6.3198414
1.18,12.41,-3.568531
0.61,9.7,0.92618364
1.95,9.53,3.255263
0.46,6.59,-0.53119355
0,6.02,3.568531